name	hash	compiles	blocker_category	blocker	equiv	equiv_detail
Darklang.Cli.Workbench.modulePreviewLines	39f8d10640cf1417c600751142b3abd499f353ab6a4df47b1f36eb662390a1f4	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.LanguageTools.PackageManager.Search.searchNames	39f9e68af3c4b6cb42bfd6f26186d6b2b0bf66f3f64c682a4e4410cc78403a92	yes		123896 bytes	noargs	noargs|TUuid, TCustomType ({ originalName = ["ProgramTypes"; "Search"; "SearchQuery"] resolved = Ok { name = Package (Hash "8f81372f03d7148e91328db2cef2d0d85100ddf8ed4042dfc5e3f598c85b5e46") location = Some { owner = "Darklang" modules = ["LanguageTools"; "ProgramTypes"; "Search"] name = "SearchQuery" } } }, [])
Darklang.Cli.Repl.withBindings	3a0784ee305617163c70934e9f487add1043dde6a78c1e21b74d332ab723fcea	yes		54216 bytes	match	match
Darklang.SCM.PackageOps.relay	3a0a7e15c7a3c270a8413c56a21516b16855c94be48cd1a4762ffe13b8a01c6b	yes		34872 bytes	match	match
Darklang.Stdlib.List.push	3a17d7e77460b42a7f973a997b2774b5d403ad5e926c70e1b1721514c5a1972e	yes		32416 bytes	match	match
Darklang.Cli.Outliner.revealAll	3a1f6d836e4defa64e91f8f92fb0a1eb0c7fa28ee4cc0d414e010d43b9199e66	yes		55912 bytes	noargs	noargs|TCustomType ({ originalName = ["Outline"] resolved = Ok { name = Package (Hash "bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49") location = Some { owner = "Darklang" modules = ["Cli"; "Outliner"] name = "Outline" } } }, []), TList TInt
Darklang.Cli.Permissions.Command.revokeHash	3a2ff3978f39115bb8fb44ebc621be82b9fa9b5a5b2e83a72e19c15a15546dcc	no	builtin not routed	unsupported-builtin: pmPolicyRevokePackage_v0		
Darklang.Cli.Tests.testTextFitPadsByColumnsNotCharacters	3a34c3ae51761969d1987755cb320af1c87b67be3b8363697046c19b7ea57d53	yes		46432 bytes	match	match
Darklang.Cli.Workbench.renderCommandCompletions	3a5141580fa2217b6798484775015f5036021429a9823a2ac6c4af16aae5e3d5	no	unsupported-type	unsupported-type: Darklang.LanguageTools.RuntimeTypes.Option: generic type alias		
Darklang.Stdlib.Cli.UI.Editor.setLine	3a724fbc2f0ff9018037c28cc7374cbc0d210f77dc396f5813fb10f4a1fd0405	yes		62000 bytes	match	match
Darklang.LLM.Examples.OllamaTranslator.translate	3a7ffe9f48ad53301140c2602ab013b1209e5af19a3ba2f5f92b5cb70a26ac1a	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.Stdlib.Cli.Unix.areFilesIdentical	3a8414982ccf68d4a13ac786bdfbde5ef6a4d5cafa0e448b8bc50831b4482b4e	yes		60032 bytes	ierr	ierr|[Function (Package (Hash "3a8414982ccf68d4a13ac786bdfbde5ef6a4d5cafa0e448b8bc50831b4482b4e")); Function (Package (Hash "a92dfa3e5f41b242eebf007c25ce947356edbc851da85ff13fafae3797e92255")); Function (Package (Hash "4418f63d8ba667391178c267346167ff63f0d0456c1bb84807287064c5fc68f6"))]
Darklang.WIP.AI.Anthropic.Content.toolResultImage	3a951f9725edd5e516efaa904a3bbafb5b4b45e3661839f2da793446c6de2aab	yes		4448 bytes	match	match
Darklang.Stdlib.DateTime.lessThanOrEqualTo	3a9c85841d2db6c7c553b61be5029ead5a2369fff374d51bc9c80d01b45c2eb2	no	builtin not routed	unsupported-builtin: dateTimeLessThanOrEqualTo_v0		
Darklang.Cli.Installation.Uninstall.help	3aa127e5551a9641a5acb59b23d16478c26588485c9b87e78696e0602d63f800	yes		23712 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.WIP.AI.OpenAI.Chat.buildRequestJson	3aae2388291154b5d0d7d7d7ec05d17b1f8b801c5cc74a610d3262c50b3819da	yes		417632 bytes	match	match
Darklang.WIP.AI.Anthropic.Content.documentBlockPdfUrlWithTitle	3ab080ef78f54230e3aedee89d41e5902e548fb6605727d6eddd7a1050307e28	yes		9016 bytes	match	match
Darklang.Test.returnsOptionSome	3ab5a614f720cd570471577540c046d982dff31b3bf7aa278d1a937fbcd04e62	yes		504 bytes	match	match
Darklang.WIP.AI.Anthropic.Batch.getBatchResults	3abd90126b980f9b4e0e8fe5f095c3bb5d6321abdebdff2576ce491a48480795	no	unsupported-value	unsupported-value: package value did not bridge: value-dval: DBlob		
Darklang.PrettyPrinter.ProgramTypes.TypeDeclaration.enumFieldDoc	3abe0dc183e59425ff47534fceb1bba2cf68e65715d20ab75c2a2787f2d24a81	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.SCM.PackageOps.discardDraft	3ac275b0947bb29daea18f6caf0677593d7f6a9368c35fbe9ffef6f67d932cc0	no	builtin not routed	unsupported-builtin: jsonSerialize_v0		
Darklang.SCM.Conflicts.incomingWins	3ad3ad662238d936282dc9462e9943fcc95556f08cd1723f1bce9f9b409dcd8a	no	builtin not routed	unsupported-builtin: listSort_v0		
Darklang.Stdlib.List.groupByWithKey	3ad3e62a817d5fb9b5234291ecc165383f26162b76a8cf0eb9527e58aea54815	no	compiler: type error	fn.3ad3e62a817d5fb9b5234291ecc165383f26162b76a8cf0eb9527e58aea54815's return value expects List<(b, List<a>)>, but got List<t> (List<t>)		
Darklang.CompilerCases.Stdlib.List.reverse_basic	3ad3e9644dc07eece55abc068a36a5b57c55320023e3d95157516b6fca80be5e	yes		53352 bytes	match	match
Darklang.Cli.Outliner.Markdown.importLine	3adef65ce0a8389ee260644b8fbcc1c5237ac223f5ef3f8a7ead0fdd82f46100	no	other	Compilation failed: Unsupported tuple element type for printing: TRecord ("T.bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49", [])		
Darklang.Cli.restoreSessionAccount	3afece4ad7794a155fca9ce335e4c99fc3b31236c77ed1ea45c025edad92cd78	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.Matter.page	3b11c0f65b8a47ba61e64d0769daa389de19a61abbff72ab1d0a4dc6faae5fb4	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.Cli.Tests.testInlineFrameEmitsNothingWhenUnchanged	3b25cadbc50ab273671ed1d9c3850759836a30425c84e9c6fada1b6822717fe5	yes		164968 bytes	match	match
Darklang.WIP.AI.Anthropic.Tools.computerToolWithDisplay	3b2c63c89768a0de0491287429ccf5b6ba7b3ba3d4038ecda233e8335046dc18	yes		1064 bytes	match	match
Darklang.Cli.Outliner.Store.starterDocuments	3b2dcb86c298dd081a23d6066d64d8293f9367e5556de48e7d0ae9ddb0c906aa	yes		129584 bytes	unprovable	unprovable|T.81efd2e9f5756fddd7b83831ad1d5899dd0d631c5fd2975f86f33b515ba7313d.outline: T.bdae473affdb05b9e3de1be65c3bb42a3eb1263e6691830a372bc7472d3f5b49.nodes: TDict (TString, TRecord ("T.6568961bb1e4f90f3eb2535b65d6d7eab641f012cd797726f3fcfe7c1b3ce734", []))
Darklang.SCM.Branches.current	3b31fcc4a2274554744b326a1f143aa3e1cb5f5bb104864d5592b228bafe5a37	yes		34336 bytes	match	match
Darklang.WIP.AI.Anthropic.Content.documentBlockTextWithTitleAndCitations	3b3c5f57e65d691767fcab4413c6cbb170b96e39f004f91e8bda80679c08e0b9	yes		9608 bytes	match	match
Darklang.LLM.Provider.Role.parse	3b3c851e0ea44d854ef4ef6c4062e3242cb9847cfd3d58582e887b9280f1f369	yes		1968 bytes	match	match
Darklang.Cli.Tests.Instance.create	3b3d9ea9e314c42ae8f12578ab307490ca4a838cc2a35719a38cc6fdec64943a	yes		81984 bytes	ierr	ierr|[Function (Package (Hash "3b3d9ea9e314c42ae8f12578ab307490ca4a838cc2a35719a38cc6fdec64943a")); Function (Package (Hash "2e8d575b3fef1a9b38ab7e5eb04794129b5016cf32cdf942ea9697beb78b07d6")); Function (Package (Hash "b0723c7f3e43302dffc825bbe05123ef5f3e09d1088b3129e5f329dca7063951"))]
Darklang.Cli.Workbench.initialState	3b4f45a94e668c5758988e7aeec4599f8eb38010d86f5e687290c91f4a06e1ed	no	unsupported-type	unsupported-type: Darklang.SCM.Conflicts.Candidate: not in the type closure		
Darklang.Cli.Packages.Back.execute	3b530240f6d68d42a0253e718ac93d4b19fd2ac8f9d17ffd86757d1730ce1705	yes		54480 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, []), TList TString
Darklang.PrettyPrinter.RuntimeTypes.ptHash	3b57b1f1e84edb6d75ec4a91f79a08de80c388f616b93db0228e6e337a8b8887	yes		1392 bytes	match	match
Darklang.LLM.Agent.withTools	3b59d3b4e2606f4f4ebcde52725ca73f53328bff5c589c202ecb6ad2e4ee6acb	yes		25144 bytes	noargs	noargs|TCustomType ({ originalName = ["Agent"] resolved = Ok { name = Package (Hash "86c42d870656f0505c376d394bcd5130a5133060ab33505275931d5b253a2c77") location = Some { owner = "Darklang" modules = ["LLM"; "Agent"] name = "Agent" } } }, []), TList (TCustomType ({ originalName = ["Tool"] resolved = Ok { name = Package (Hash "b9b92fbad45286d565beef336b3c401f079666719e99b05503271e837d2a2d82") location = Some { owner = "Darklang" modules = ["LLM"; "Agent"] name = "Tool" } } }, []))
Darklang.Cli.Packages.View.deprecationHeaderRowsFor	3b672839d5218466a7e5ce5d9732da2a45ef4c267665f56fd2250333a78b3684	no	builtin not routed	unsupported-builtin: pmGetCurrentDeprecation: unmarshal: no sum def T.3513452dffa50fed6f0b9273aaf44dbda3e3aa166d9be38f84fba9a93d449ac2		
Darklang.Cli.Outliner.Main.exportPathRows	3b7bf31ac3c25084eddbd1ba8dd40c2d31c19acf06dca734748af2a55c26903d	yes		99392 bytes	match	match
Darklang.Cli.Tests.testEvalSimpleExpression	3b8566c3f1b2b1c6f18b2a803fd60989b98343c2af444191eaefb24b729cd1ab	yes		88352 bytes	ierr	ierr|[Function (Package (Hash "3b8566c3f1b2b1c6f18b2a803fd60989b98343c2af444191eaefb24b729cd1ab")); Function (Package (Hash "9045ae3708d84e6077517801957efaf3b499726232f6a7e31b26b34c6bef9f15")); Function (Package (Hash "1e22c17ef93a2f07d4438efb1509f61af7239ced341fe9ad8328d42a94b5863c")); ... ]
Darklang.Stdlib.Int8.lessThan	3b92fd01699757cff190089f7dfcc3b610765224104f61d6c68c620afbbfc924	yes		512 bytes	match	match
Darklang.LanguageTools.LspServer.Hover.getTextAtRange	3b9a8fc3c17b817cfe04dd5a964e354442ac45180db0860952c9f4a4bf852770	yes		28552 bytes	match	match
Darklang.Cli.Permissions.Command.requirementDisplay	3ba14864cb206a3911112b97b6f1bee226aa3259166dead29a8466b204f847a3	yes		143400 bytes	match	match
Darklang.Stdlib.Cli.Process.shellPipeline	3bc17016783191ea808227c52cd16a4a7441804b7b23f9500c7280f93af0e077	yes		84056 bytes	ierr	ierr|[Function (Package (Hash "3bc17016783191ea808227c52cd16a4a7441804b7b23f9500c7280f93af0e077")); Function (Package (Hash "48f0575395285eabb0b2a0fc907f1a5b9e72bed5a14c7c22e902658fc6e4f484")); Function (Package (Hash "ef0caa58b37befc9ae43ea8bf3189fa73bef0d599ea0b3ca6d7be3ae09c74f62"))]
Darklang.Cli.Tests.testListFunctions	3bcaa1dc13115be8e21865db3d774fc618c77060ffd6800299d5185875c4412b	yes		86608 bytes	ierr	ierr|[Function (Package (Hash "3bcaa1dc13115be8e21865db3d774fc618c77060ffd6800299d5185875c4412b")); Function (Package (Hash "1e22c17ef93a2f07d4438efb1509f61af7239ced341fe9ad8328d42a94b5863c")); Function (Package (Hash "62f655d1685e083cdb075b427c929148c4051690e4efd3546e882d1ce1577230")); ... ]
Darklang.Cli.Commits.commitRow	3bcaf3ead64408466f9655d17b628621edea2215910436dee7db176f74707ac5	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Stdlib.DateTime.toSeconds	3bcbc2036f9d9d65c30edb069c8f28efd06f6ea1e4e1ed636d1820d641ca2583	no	builtin not routed	unsupported-builtin: dateTimeToSeconds_v0		
Darklang.Stdlib.Option.andThen2	3be5616a968b4592003ba38233a90222903012ef4b04469eec099a755beb1a4f	yes		984 bytes	noargs	noargs|TCustomType ({ originalName = ["Stdlib"; "Option"; "Option"] resolved = Ok { name = Package (Hash "c58cf283d0e5d6634a76fa30ea5b0d29e615e1c4fe1cc2bfca27077cd72bc072") location = Some { owner = "Darklang" modules = ["Stdlib"; "Option"] name = "Option" } } }, [TVariable "a"]), TCustomType ({ originalName = ["Stdlib"; "Option"; "Option"] resolved = Ok { name = Package (Hash "c58cf283d0e5d6634a76fa30ea5b0d29e615e1c4fe1cc2bfca27077cd72bc072") location = Some { owner = "Darklang" modules = ["Stdlib"; "Option"] name = "Option" } } }, [TVariable "b"]), TFn ({ head = TVariable "a" tail = [TVariable "b"] }, TCustomType ({ originalName = ["Stdlib"; "Option"; "Option"] resolved = Ok { name = Package (Hash "c58cf283d0e5d6634a76fa30ea5b0d29e615e1c4fe1cc2bfca27077cd72bc072") location = Some { owner = "Darklang" modules = ["Stdlib"; "Option"] name = "Option" } } }, [TVariable "c"]))
Darklang.CompilerCases.Stdlib.List.map_toString	3beccae4c48a0982dd1960351e1a77c4542f707623ea0b00cb8f875a2380640c	yes		69064 bytes	match	match
Darklang.Cli.Workbench.sectionOf	3bf984b05b078eab999aab4a436ff6f2e12d0c965b45e3800d876705c0047f2d	yes		3520 bytes	noargs	noargs|TCustomType ({ originalName = ["State"] resolved = Ok { name = Package (Hash "adb5bd835f435e625d8321019fa414b42024624801f875e72459784b037a0d7f") location = Some { owner = "Darklang" modules = ["Cli"; "Workbench"] name = "State" } } }, []), TInt
Darklang.Stdlib.Cli.Unix.addToPath	3c026c25458e8f95f6bd22f2a79157fd3fff401ff5ec8616d2e7d7984c3390fb	yes		131008 bytes	ierr	ierr|[Function (Package (Hash "3c026c25458e8f95f6bd22f2a79157fd3fff401ff5ec8616d2e7d7984c3390fb")); Function (Package (Hash "25cf79ebff772bc76a90b77c8b800806c8040cf20bfcba4444ccc64a4d461fac")); Function (Package (Hash "c1d936a9d6416417d06078075bfaeaed78227bdf8b8a44f039ee5e9308e31adb")); ... ]
Darklang.Matter.get	3c1852e7b4d01c3c1714ced58e205b3a3755658a046dfb8bd9798b801dcd3d2a	no	compiler: type error	Unknown record type: T.5ceec275f1753357d639927b6152df2f2e2a875f7debfd2f6309727f03debec0		
Darklang.Stdlib.Html.option	3c1891ec36aca7dd6487939480b3abb7506e88d3cd6298309ccf92961bedfe76	yes		1048 bytes	ierr	ierr|[]
Darklang.Cli.Permissions.Command.instancePolicyLines	3c25dbd5458e0c377eb185ce4a5ef1c10c1dd4834b80ca425acb03f22ba6f456	yes		338272 bytes	match	match
Darklang.Stdlib.Cli.Tui.Frame.renderRowChangeAtWidth	3c2c8bf8f8f4888b9588b8f64191d305f73a4185552cd216bdd8baa3d69ad8e5	yes		63824 bytes	match	match
Darklang.Cli.Outliner.Editor.prefixFor	3c5582c6355d2014f58ad30e30ea8fe40b45f26f66eba7e99c1d88b7835772ef	yes		8616 bytes	match	match
Darklang.SCM.PackageOps.branchField	3c55b99732e9acb9b2713e4699bd51716bf85fc5162ec627951fde298b09647c	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Stdlib.UInt64.toString	3c6999a9a293822f8100e3627eb49d4655b38574f789578ae9004937fe016d8d	yes		1480 bytes	match	match
Darklang.Cli.Docs.Syntax.content	3c7d9720a2ef8bd545a2c101dc1ffd24b88e1267f6d35d2cdc4d69f7ff4f3d55	yes		4112 bytes	match	match
Darklang.Cli.Apps.Model.reference	3c869ab6b18f4a57465f815e5f2ca9d5ba55da508c4bc72758c4214f18c45283	yes		1112 bytes	match	match
Darklang.Stdlib.Result.isError	3c9f7a2c1b3f599a30cc65e72e3c0d99106460086bb275334a5332c7aa1d6990	yes		1160 bytes	ierr	ierr|[]
Darklang.WIP.AI.OpenAI.Responses.ReasoningConfig.toJson	3cafe4af829189b423420771dca6791a216c08d2dd8dc0250098ac9bb9811fd4	yes		31296 bytes	match	match
Darklang.SCM.Conflicts.pendingCount	3cc3b5943286d036dd83c915f6cd796d17a8804d9f689c9fe24cde1c62141527	no	unsupported-type	unsupported-type: Darklang.SCM.Conflicts.Candidate: not in the type closure		
Darklang.Cli.ConstraintsCmd.executeJson	3cc3b7467ee4c14c7004580f1683738f9e0494b3f0b195a931902a8cbd06b26b	no	builtin not routed	unsupported-builtin: jsonSerialize_v0		
Darklang.WIP.AI.Anthropic.IntegrationTests.ServiceTierTests.testAutoTier	3cc5d4cb1621a7d1be37e0d56786a8ef2bbe737c2c9165269fe2208976d0c51e	yes		673768 bytes	ierr	ierr|[Function (Package (Hash "3cc5d4cb1621a7d1be37e0d56786a8ef2bbe737c2c9165269fe2208976d0c51e")); Function (Package (Hash "eb7bda87519e3eef953246fce7ef33e3a5f3dd6ecdb158b4964d86f65fae036c")); Function (Package (Hash "cc02076d82618b580a3c90e949e7ba0d44084df256e1282303ee2cfa6a9dfbb5"))]
Darklang.Stdlib.Html.u	3cd1fa5e274077004890b028b16c7ba0c0e4bc931e331852905b377fd2fdeb7f	yes		1040 bytes	ierr	ierr|[]
Darklang.Stdlib.Cli.Unix.showDiff	3cd35a6f2b3593f7deede4998a74edf90fbb42951bf2cd7580d657715ff76947	yes		57456 bytes	ierr	ierr|[Function (Package (Hash "3cd35a6f2b3593f7deede4998a74edf90fbb42951bf2cd7580d657715ff76947")); Function (Package (Hash "4418f63d8ba667391178c267346167ff63f0d0456c1bb84807287064c5fc68f6"))]
Darklang.Stdlib.Cli.Posix.setenv	3cd7a8abb3f9afcec284b3aedfc9ba4a409421f973c5dce915a8cdb2a02aa21b	yes		56024 bytes	ierr	ierr|[Function (Package (Hash "3cd7a8abb3f9afcec284b3aedfc9ba4a409421f973c5dce915a8cdb2a02aa21b"))]
Darklang.Stdlib.Cli.Tui.TerminalSession.Ansi.wrapUpdate	3cd8edb5ef853187423e814b3edaa7ff1c4e4cf8cf08910859d3b72ce33203a9	yes		2104 bytes	match	match
Darklang.Cli.Apps.Service.home	3cee3d8e07186a8493d79891f851599f28814ccb9ef112b5eafd4a0a7b516c12	yes		53576 bytes	ierr	ierr|[Function (Package (Hash "3cee3d8e07186a8493d79891f851599f28814ccb9ef112b5eafd4a0a7b516c12")); Function (Package (Hash "6a909b7365acf89ca622d42826d1b1804af46064e92bfadf20e2beb684dc22b3")); Function (Package (Hash "67090ef7a9a5688fc15369575f6ac8a52a4b274d2d208a7d7fb48add853d030d"))]
Darklang.Cli.Workbench.scmStatusLine	3d1f4250fb994f836065de56dc4ea138046ba7de49f5b3e66deed403c6282cec	no	compiler: type error	fn.3d1f4250fb994f836065de56dc4ea138046ba7de49f5b3e66deed403c6282cec's return value expects String, but got String (String)		
Darklang.Cli.Installation.Config.getDarklangHomeDir	3d336aab5a70fa3cfaa91bb94d1633b595feed386f46872bf88dfc9ebaf4d405	yes		66680 bytes	ierr	ierr|[Function (Package (Hash "3d336aab5a70fa3cfaa91bb94d1633b595feed386f46872bf88dfc9ebaf4d405")); Function (Package (Hash "5801e69b3deb83eac45def8f1fb6af10de57d302b2dbfcfb74ad966669e0292f")); Function (Package (Hash "4418f63d8ba667391178c267346167ff63f0d0456c1bb84807287064c5fc68f6"))]
Darklang.Cli.Deps.resolvePath	3d4a9ae22f99f47e7b4ee16074d16cb6952ac71ac1ec6a69b15926385ab26f03	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.WIP.AI.OpenAI.Audio.Speech.textToSpeech	3d4b07a725abca50f2a5e9c0d76b9b47604cfef21afb203cac9636bb2d84bd3e	yes		263176 bytes	ierr	ierr|[Function (Package (Hash "3d4b07a725abca50f2a5e9c0d76b9b47604cfef21afb203cac9636bb2d84bd3e")); Function (Package (Hash "a67dcdf96a61db543127c4efcab143fd7aa505a7b91fa3a0797889d975567083")); Function (Package (Hash "099336141e4108fe4c88951423ec35493bf55386935676144b2e705221bdb4d4")); ... ]
Darklang.Cli.Workbench.readScmStatus	3d4db98241680604077056a1198010535cc7410b839c20257ef91d0c9d1e5af3	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.SCM.Branches.canMerge	3d5407e8c11431ee52f08cee8a6a1ced1af992c0a9ceb495f19727a82d80121b	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.WIP.AI.Anthropic.Tools.mcpToJson	3d577be473ae48f6832f8e3ec5343d85916405efadcde39089c308a800b78e5b	yes		71856 bytes	match	match
Darklang.Cli.Apps.Editor.onKey	3d772728e23be77c3e3c5d498bd89e614f4408a632b3ef83dac2164bd89e8c75	no	builtin not routed	unsupported-builtin: listUnique_v0		
Darklang.Cli.Completion.getHintFromCompletions	3d79bc53731de01cef4adfda7607df3419af5918759eb420fb9454ece8775324	no	compiler: type error	fn.8af7a8b476ba358fe65a626256aaeea62f38ea122e8120241e8cbe4bcfec06c7's return value expects Stdlib.Option.Option<Int64>, but got Int64 (Int64)		
Darklang.Cli.Packages.Query.memberOf	3d8543608f7d617fd32224e040bd434165968e0e3d4ccb669e475dee870261b1	yes		3408 bytes	noargs	noargs|TDict (TString, TBool), TCustomType ({ originalName = ["LanguageTools"; "ProgramTypes"; "Hash"] resolved = Ok { name = Package (Hash "596e678425be94c61f2bab9d1dd380691cd415167b4b9ed766af4df8ab0ccc2f") location = Some { owner = "Darklang" modules = ["LanguageTools"; "ProgramTypes"] name = "Hash" } } }, [])
Darklang.LLM.Providers.Anthropic.extractToolCalls	3d88a7d05992dffadbbf61363ecf3e81bfd779048d4519c208925eba75411ae8	yes		59176 bytes	match	match
Darklang.Cli.Permissions.Command.editInstancePolicy	3d914c319bcdd7152286219b51c397e0356b625c6dbdf3bc4778d48b55cc8272	yes		201544 bytes	ierr	ierr|[Function (Package (Hash "3d914c319bcdd7152286219b51c397e0356b625c6dbdf3bc4778d48b55cc8272"))]
Darklang.Stdlib.Cli.UI.TextField.view	3d99dd6bbeda7628f5357b5700433f6662be3e608dd9c46b30eed05015537f32	yes		54464 bytes	match	match
Darklang.WIP.AI.Anthropic.Content.ToolErrorCode.toString	3daa97eed07e52c2ebe3b65549c85cdffc6cd48a60224b571dbd956e9589dc3f	yes		1872 bytes	match	match
Darklang.Stdlib.Sqlite.exec	3daac2ebffb95f680c6e0389d3915c72f72eb758d4c452ef5ba528665d4cdfa7	yes		75600 bytes	ierr	ierr|[Function (Package (Hash "3daac2ebffb95f680c6e0389d3915c72f72eb758d4c452ef5ba528665d4cdfa7"))]
Darklang.Stdlib.String.startsWith	3db1b3310fc98454c03b7b9cea637c75268b704119b5ba824079b8cca99108cc	yes		896 bytes	match	match
Darklang.Cli.Packages.Search.complete	3db6335c02183eb37a6e26b5994c667ce67e510ea97d8898a8a147917f67724e	yes		72064 bytes	noargs	noargs|TCustomType ({ originalName = ["Cli"; "AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, []), TList TString
Darklang.LanguageTools.LspServer.Branches.resolveRef	3dbdf9c0912c3776fd191ad2bf48a369b9f26af0002a45fa1d9bf508ba479493	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.Stdlib.HttpServer.matchRouteSegments	3ddb0ac113f65090cf2aeac790e25853549c1ce49383c8be68e80ae2029ba411	yes		99056 bytes	match	match
Darklang.Stdlib.Cli.Tui.TerminalSupport.evaluate	3ddb3a070c98db805f6bffee41fae427efc31613a95b5c3a02f2af87abb54907	yes		38720 bytes	match	match
Darklang.JsonRPC.requestIdToJson	3de8962f47f8c728ac348d3889c39d2338220f7e6277a14e72c619d6d4b1852b	yes		1496 bytes	match	match
Darklang.Cli.Installation.Helpers.getVersionInfo	3df222c2d2265880a17875e33030b8e114acd6a95e90d3abc2276fad69bdc50d	no	unsupported-type	unsupported-type: Darklang.GitHub.Releases.Release: not in the type closure		
Darklang.Stdlib.AltJson.Builder.addOptionalArray	3e1be2c679d039da75328aa0ea4947ed543fb562f8f2b325df74f9a7212ee64f	yes		23480 bytes	ierr	ierr|[]
Darklang.WIP.AI.OpenAI.Chat.withUser	3e215dd3409d7642dfa919c24e65ca06891ae2cce13204c4b040afff945f002d	yes		4352 bytes	match	match
Darklang.Cli.PropagateCmd.executeShow	3e2d7259735c048714b12c76c58ccb43a703c57834853d3858a08d331c799a05	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.Cli.ScmJson.statusJson	3e2ffa3ca02906a773453aedc4339d02366e411931c2e3b0dc4f8296c5b35427	no	unsupported-type	unsupported-type: Darklang.Cli.ScmJson.StatusJson: not in the type closure		
Darklang.LanguageServerProtocol.Window.ShowDocument.ShowDocumentResult.fromJson	3e383645018c6da39fe03e0bdb6d490bb66eadf93c8c895c4ac548de3d740b0e	yes		28864 bytes	match	match
Darklang.ModelContextProtocol.Resources.ReadResourceParams.fromJson	3e39d432591c0a0c7961ce5dbd4ded0afec291159128883700cbde727713abc9	yes		28728 bytes	match	match
Darklang.LanguageTools.LspServer.Branches.handleMergeRequest	3e4170e6be2d5e76152003b4eb1759c8ae3de8892e824fce187b6a5a03611dbe	no	builtin not routed	unsupported-builtin: scmRecordBranchMerged_v0		
Darklang.LanguageTools.LspServer.HoverInformation.collectModuleNameHoverInfoAtPos	3e6472236c96b804963f078d58baa1f6cb9fdb7f07f4539133110bd1529c1fba	no	builtin not routed	unsupported-builtin: int128ToString_v0		
Darklang.Cli.Workbench.isFirstRun	3e72dad63e0b82f4179b8f5cb866eb938794b82bf0d66a9cb1bb14462641396f	yes		60816 bytes	noargs	noargs|TCustomType ({ originalName = ["State"] resolved = Ok { name = Package (Hash "adb5bd835f435e625d8321019fa414b42024624801f875e72459784b037a0d7f") location = Some { owner = "Darklang" modules = ["Cli"; "Workbench"] name = "State" } } }, [])
Darklang.WIP.AI.OpenAI.Responses.withInstructions	3e799d3cb80f71825c9458133c572157b15b461ad02b960137294bc3ad3e905e	yes		3464 bytes	match	match
Darklang.Cli.Outliner.Store.stamp	3e831b232e6cfbef1c0b5ffbd8c1ba11027b14aea654c0a3ac09f011292c1550	yes		73016 bytes	ierr	ierr|[Function (Package (Hash "3e831b232e6cfbef1c0b5ffbd8c1ba11027b14aea654c0a3ac09f011292c1550")); Function (Package (Hash "525c3d4ef85fe8c17788195e21bbd34902c95adf1a2cbe5105e37f87db505a75")); Function (Package (Hash "5801e69b3deb83eac45def8f1fb6af10de57d302b2dbfcfb74ad966669e0292f")); ... ]
Darklang.Internal.DarkPackages.parseNameToLocation	3e9519e3234eecb6b754388c46538e3e2e213b14e3c42375aa6ba0f037d1b1fd	yes		65336 bytes	match	match
