name	hash	compiles	blocker_category	blocker	equiv	equiv_detail
Darklang.Stdlib.List.repeat	810d420edf18f9f153e4e42bb4cdf9fddc179e9758c034411bca31951cfc3f13	yes		33296 bytes	match	match
Darklang.Cli.Config.getInt	810ff7016fe243cb1e7bb40e2a0f79a4ed08bd836e65ae41e078469322a06ea9	no	builtin not routed	unsupported-builtin: jsonParse_v0		
Darklang.SCM.Branches.parentHashesForBases	8113f3b8643a26e53cdb74008f7f0f31c724603a95ca7b05b507b773b56bccd0	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Stachu.Parser.many	812886a6a5a7097ac8006b8f28ce34e85b591321f4c4334581307366657f86df	yes		121064 bytes	noargs	noargs|TCustomType ({ originalName = ["Parser"] resolved = Ok { name = Package (Hash "92f9b06263f70264fcc992d14d33b58588e038c336fa7c7b462f96ee6f709c61") location = Some { owner = "Stachu" modules = ["Parser"] name = "Parser" } } }, [TVariable "a"])
Darklang.Cli.Conflicts.candidateLabels	81330b79d8f0d7c105a9c53ff6ef08b969c33404342cad460d5556d60336a758	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.SCM.Branches.finishMerge	8148681aef7908dd4d721f841f38394fca4743f0fc6bc2275b4f4e5063a5d259	yes		137192 bytes	noargs	noargs|TUuid
Darklang.LLM.Provider.assistantMessage	81510b45a1c976685f7ac09b2c9ece85daf366a5337f008bba607b5cc0fb5aea	yes		3672 bytes	match	match
Darklang.SCM.PackageOps.applyResolution	8153b590382ed7452af72f803a344f42580cd271e80bfa37f333d080cd2abed0	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Cli.Apps.Examples.TextEdit.view	8167b8189240a0b5e7b95effd0a96c8ba0dedb1dfd5b699d19ffbb4142c492f0	yes		51416 bytes	match	match
Darklang.LLM.Provider.imageBase64Message	81717bec7a5dd851a079fba265533cb9b4dcfe27fba938b91d35744766da5a2f	yes		3264 bytes	match	match
Darklang.PrettyPrinter.ProgramTypes.parens	8188fd82c0baddbb13af17e3eb3043a09304878d509c489e0850fb7ca54c7203	yes		1696 bytes	match	match
Stachu.DarklangParser.variable	818c70cd9786d65d6f39129355ca6f8d79e479a6654c09b7b992a2631515cd2c	no	unsupported-type	unsupported-type: Stachu.DarklangParser.P: generic type alias		
Darklang.SCM.Draft.discardName	818d87593064fa1a9703f4c7ac2a4038a69d5d8af2f80a06a73c8c7fff6a766a	no	builtin not routed	unsupported-builtin: listUnique_v0		
Darklang.Cli.Tests.testReplParsesLetBinding	819aeb5f82728283fb5db96c97d94407573fe3b76475b69d2262249512cb89a3	no	builtin not routed	unsupported-builtin: stringToList_v0		
Darklang.Stdlib.Uuid.parse	819d62efe87beec53578b5aa7d99f361b02b95e83e54989469a8d3d2382ad4db	no	builtin not routed	unsupported-builtin: uuidParse_v0		
Darklang.Opml.attributeValue	819f0f257487a7699224ea925a19dd92b57ed905fe21e23933e8637f9dd60c5c	no	compiler: type error	fn.8af7a8b476ba358fe65a626256aaeea62f38ea122e8120241e8cbe4bcfec06c7's return value expects Stdlib.Option.Option<Int64>, but got Int64 (Int64)		
Darklang.LLM.Agent.useGPT4o	81a7cdd9448af3a81b994b4b56a4d79c8777dd9d2b645752c1740b439ceaa054	yes		3672 bytes	noargs	noargs|TCustomType ({ originalName = ["Agent"] resolved = Ok { name = Package (Hash "86c42d870656f0505c376d394bcd5130a5133060ab33505275931d5b253a2c77") location = Some { owner = "Darklang" modules = ["LLM"; "Agent"] name = "Agent" } } }, [])
Darklang.LanguageServerProtocol.TextDocumentFilter.toJson	81af483df46bb6cb4e7c06d5283adac6925d13cfc4542ebfa717e360f47c67fd	yes		36912 bytes	ierr	ierr|[Function (Package (Hash "81af483df46bb6cb4e7c06d5283adac6925d13cfc4542ebfa717e360f47c67fd")); Function (Package (Hash "c87bfbae6616f26d56fd8aab8703dbae1e001fd9e16f4527940156b10f03dfb5"))]
Darklang.Cli.Packages.NavInteractive.exitToMainPrompt	81b1ba6324f5ffadf28a11286f665cc0df9426a21ae88c32e17ed9b021ce4400	yes		48536 bytes	noargs	noargs|TCustomType ({ originalName = ["Cli"; "AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, []), TCustomType ({ originalName = ["Session"] resolved = Ok { name = Package (Hash "e309b3069c8e38f08d16970d113328aed8792a36d349c87aebc69a9c7ba1fddd") location = Some { owner = "Darklang" modules = ["Cli"; "Packages"; "NavInteractive"] name = "Session" } } }, [])
Darklang.WIP.AI.Anthropic.Content.CitationType.parse	81b3950b2eb59cb9bfc566627c22e28733903f6ae41a1e676c3003521e8c1a6e	yes		2848 bytes	match	match
Darklang.WIP.AI.Anthropic.Response.getText	81c17ed3b40290f5c483ef91e3521b3e18c57448fe6d59eecb82efe04ce84401	yes		58032 bytes	crash	crash|139
Darklang.WIP.AI.Anthropic.Response.isError	81e65687887fe065dd3d16dd2e39a9b227fb16d55380d09fbbdc5ff822811173	yes		816 bytes	match	match
Darklang.Stdlib.UInt16.greaterThan	81e99e432ad51e7916ae024865d5c4977b25c617b49ad8376ec12dd435c86c2f	yes		512 bytes	match	match
Darklang.Cli.Tracing.executeView	81f640fcaf3df1851bda1f474faddd425d11d7e335590543fedc2290f0396614	no	builtin routed, return type unmarshalable	unsupported-builtin: tracesView: T.542e314e375133a017fb9f27733a0ede6a167af4d70edf1c64aaa9aa0145c76e: T.a117302204173443b563b8ae07857467463bd14c77bec3cf12653bab5a4b04ce: T.f3cf95edd1bfe13a32c69120d061d8677b22eb8897985988f26a5c8e4011aa55: unmarshalable-return: TInt128		
Darklang.Cli.Branch.complete	8201601886d498473ce72a41ae3d83966738050049964195ac208dddb9a6dc9e	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Cli.Packages.NavInteractive.start	82019f50c1e23644069079aa9e820a4ac49c9d3c6ce9e22cc4b501bb5143005a	no	compiler: type error	fn.26276e38f5d3c27306a52777f52e8308b2e8cc223264955410c226569ca5415d's 1st parameter `text` expects String, but got String (String)		
Darklang.Cli.Registry.getDetailedCommandList	821237f5b8f3408ba77e70d733d64707a27bc9574c0a86a89d778bea98dd8499	no	unsupported-type	unsupported-type: Darklang.LanguageTools.RuntimeTypes.Option: generic type alias		
Darklang.Cli.Workbench.navUp	82130431a60f59e5cfe9557524f3618367f3c0ebb60e8a9231bf9ae6b3e3104f	no	other	Undefined variable: scan		
Darklang.Cli.Completion.simple	8227280021bd370454633ecd661aa119c836bf856ab9956922d03b9ed2cf6504	yes		512 bytes	match	match
Darklang.Stdlib.Cli.UI.Colors.argument	8229249544544a684e32ec54177f33703fdda20c63ac7c350db107480b4e0afc	yes		1848 bytes	match	match
Darklang.Stdlib.Cli.UI.Colors.greenText	8229249544544a684e32ec54177f33703fdda20c63ac7c350db107480b4e0afc	yes		1848 bytes	match	match
Darklang.Stdlib.Cli.UI.Colors.success	8229249544544a684e32ec54177f33703fdda20c63ac7c350db107480b4e0afc	yes		1848 bytes	match	match
Darklang.Stdlib.Cli.Posix.fnmatch	823a983a620d1c84cd96fe938df7b60f02507dfffe7d8204e1c0a6e65df9a896	yes		36440 bytes	match	match
Darklang.CompilerCases.Stdlib.List.all_miss	825847f87d0d4f9cc894958f4e337ff32a1a28f073de0c0092484fe6bd73f6e7	yes		19624 bytes	match	match
Darklang.Stdlib.Cli.UI.Colors.string	825ac9b9c4cbe89a7ac218ec1666db5b0dd3a22c33f0603d3aa6b2ebbaf31887	yes		1848 bytes	match	match
Darklang.Stdlib.Cli.UI.Colors.warning	825ac9b9c4cbe89a7ac218ec1666db5b0dd3a22c33f0603d3aa6b2ebbaf31887	yes		1848 bytes	match	match
Darklang.Stdlib.Cli.UI.Colors.yellowText	825ac9b9c4cbe89a7ac218ec1666db5b0dd3a22c33f0603d3aa6b2ebbaf31887	yes		1848 bytes	match	match
Darklang.Stdlib.Cli.Fish.addAlias	8275d29d70dc886b7647ba80b47976eefd48c4d543eb0e37369b92001c673d5a	yes		115296 bytes	ierr	ierr|[Function (Package (Hash "8275d29d70dc886b7647ba80b47976eefd48c4d543eb0e37369b92001c673d5a")); Function (Package (Hash "79268dc011addde297657e5bfa30723bb72274b60ded19a7ed4c9cde70e6ccae")); Function (Package (Hash "189de1cadcf99df79bf0bd7019f910e8fe4122e769f8d6b38b9238850ce53e7f"))]
Darklang.ModelContextProtocol.LogMessage.fromJson	827c40beb022c4662e028eb09161b9f393ad33f56a90c4d2d3d0d98e1e1d7c3b	yes		67224 bytes	match	match
Darklang.Stdlib.Cli.Stdin.readSecret	828089c12108e4b8c949dc1c537ec98e3811f7e9cd7293ce81b2906a93f3255c	no	other	Undefined variable: go		
Darklang.PrettyPrinter.ModuleDeclaration.withExpr	828c0cf6ea38227826c14913bf15a23d043c33c32fc939870f6fa450a6c1379b	yes		73568 bytes	noargs	noargs|TList (TCustomType ({ originalName = ["Module"] resolved = Ok { name = Package (Hash "aaacfdbec0724a0c77a7be23df6933c2b6e3b06a695e444035912abd6c9ec9ab") location = Some { owner = "Darklang" modules = ["PrettyPrinter"; "ModuleDeclaration"] name = "Module" } } }, [])), TTuple (TCustomType ({ originalName = ["LanguageTools"; "ProgramTypes"; "Expr"] resolved = Ok { name = Package (Hash "51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea") location = Some { owner = "Darklang" modules = ["LanguageTools"; "ProgramTypes"] name = "Expr" } } }, []), TList TString, [])
Darklang.SCM.PackageOps.recordSyncBases	82ab4e59455ab9c3af332fbd33e544adc88c22f04df1b4e5d6186fe5b73e7b61	yes		81272 bytes	ierr	ierr|[Function (Package (Hash "82ab4e59455ab9c3af332fbd33e544adc88c22f04df1b4e5d6186fe5b73e7b61")); Function (Package (Hash "604e9e0ed92c1a08379feab318d5edeaf08794e3729b3142f71e75dd543da0c3")); Function (Package (Hash "7fc34188a26fd208bd85885734f8f24b3ef3e5c7da3bd121a65ed9646ce2e28a"))]
Darklang.WIP.AI.Anthropic.Tools.computerTool	82aff44aed71ec27285021d05dfe1742b6a364e1cbfb23ded3b5a78ee04fb70f	yes		1072 bytes	match	match
Darklang.WIP.AI.OpenAI.Responses.hasFunctionCalls	82b8763610a628e9fa02f8a8e714ba20edd78ebf4bcd9d35d76dc20624a3d90e	yes		27176 bytes	match	match
Darklang.Stdlib.Html.ins	82cecc8d4cc4c06693b7206682c0659b856801e0e31fb002d3254471e4ce9b5e	yes		1040 bytes	ierr	ierr|[]
Darklang.Tracing.Format.padNum	82d1a9611fcf7718b9949f0e281d0158469c1885136160d245a1850941a35660	yes		40872 bytes	match	match
Darklang.PrettyPrinter.ProgramTypes.infixOperandNeedsParens	82d2ae70c8698f404da923feb0d26dff8192cff8580b9f3c9b6ceee1cff96773	yes		3224 bytes	match	match
Darklang.Stdlib.Cli.UI.TextField.backspace	82d4a150015e275f0997264549a8b607f5910f56247f4f005f5f1d9292093837	yes		38616 bytes	match	match
Darklang.SCM.Branch.delete	82d4ac9c233983dc17a15fa40179d501198910b5c8d3687ca8e10528c51095b8	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.Cli.Outliner.Main.onPickerKey	82d9a5d335a9b79b226a63e453271327dc0f0b98199c24b948a29eab030a98fc	no	compiler: type error	fn.4cbc81caadfb1da7c351beb8d9b7dc51c1f8d124417dc8cfa4322fc2962eb681's return value expects List<Int64>, but got List<t> (List<t>)		
Darklang.LLM.Providers.OpenAI.sendExtendedRequest	82ee3256f19ee32cf653c04130c7da0d2c81919ea8ee99776bbd593a2c7119c8	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.LanguageTools.PackageManager.Search.search	831065f816d4728ca1719d48a050a24e89b9a69f2e6be36ae2a8b56309c8c184	no	builtin routed, return type unmarshalable	unsupported-builtin: pmSearch: T.751f8f7eebb10ce34c92278e99a9686bc43a476a448f467eeed11d0042d1eb44: T.0cc514f99b65b8c6ca917880ae86966ad4fcfd256d59940fa9eb606317a3357a: T.51d1c6d465118e886efbf45f4a6abaa1282b52fc159df96cea2976cec73676ea: unmarshalable-return: TInt128		
Darklang.Cli.Quit.help	8314a63b321dff1af3b1a0a8bb92044d64ee3469d51891ae9d07a7967b7a0620	yes		21320 bytes	noargs	noargs|TCustomType ({ originalName = ["AppState"] resolved = Ok { name = Package (Hash "66b13d6508c6716ee1851226d1a0c169f4bac2a6b43a85a9a80af5d7d19a1629") location = Some { owner = "Darklang" modules = ["Cli"] name = "AppState" } } }, [])
Darklang.Cli.Workbench.emptyScm	83218ecaccf5f622e06bce698e54f5ed823fd3b0a10834f3f858765103a0b565	yes		480 bytes	match	match
Darklang.WIP.AI.Anthropic.Tools.webSearchTool	8332974468ed9a1d14c9cac0ae5c23ee65fb13adad11d55fa492364e51d3ac5a	yes		1392 bytes	match	match
Darklang.Stdlib.Math.degrees	83403d149879ebefc10130adcf59b5a50f8d6244662b11ede0c9638bc56ba7e5	no	builtin not routed	unsupported-builtin: floatDivide_v0		
Darklang.Stdlib.Int8.bitwiseOr	8355fc7101150d4b7fe56d6823779c1149ba20636cf9cb7ca2f5d10c21b84cf3	yes		608 bytes	match	match
Stachu.DarklangParser.fieldAccess	835df129632108db3d0f9409b7c15204b96d23e1445208662b6b5cd249d27d74	no	unsupported-type	unsupported-type: Stachu.DarklangParser.P: generic type alias		
Darklang.Stdlib.LocalStore.configGet	83612565dca90f3af33e131f3154cf1663d014ad1a0e10aa372012d3e28b6bc0	yes		34288 bytes	match	match
Darklang.LLM.Provider.systemMessage	83728a52e42fc4344e8e59b51aef8114adfee60de2fe3b8495b6d44cb39090a8	yes		3672 bytes	match	match
Darklang.Stdlib.Int8.max	83b01156c2a4cbc534e7297de24f3dcdbda8ec18867f3ed7a934145e84b186e6	yes		912 bytes	match	match
Darklang.LLM.Providers.Anthropic.extractUsage	83b8fd3f8bc30a19a9c6b63fcadbbd4ddec750a18373f4a7427de905f6c14bcd	yes		65920 bytes	match	match
Darklang.LLM.Providers.OpenAI.create	83bce84cf94d7609f423f9d0fec73528559b21b823b17e5be94532af09f94bfa	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.LanguageTools.LspServer.Branches.respondUnsupported	83c6b59fa90c8dd0b646c90a07c0e1c1382cd427b8b0c582692f4eea75c98433	yes		212800 bytes	ierr	ierr|[Function (Package (Hash "83c6b59fa90c8dd0b646c90a07c0e1c1382cd427b8b0c582692f4eea75c98433")); Function (Package (Hash "d1af856cbc0d09de12322e681dcbd7816520d82da5c29265bda7a722de69c0c5")); Function (Package (Hash "c3c3a1682b572455ac281357403797c06cda7045f49822e43f13e9a13cb41a16")); ... ]
Darklang.Cli.Conflicts.pickCandidate	83d360f7a854037d49371a8e3a0da32f637330c7ec6e663830441f9ecfff9108	yes		46448 bytes	match	match
Darklang.Cli.CompletionPicker.presentAtSize	83e410e4f3266db56f014c517cf674d9279ceaa1d3d84f59bca0dbbb47d7a863	no	other	MIR conversion error: Internal error: RefCountInc on non-variable		
Darklang.Stdlib.String.dropFirst	83e75e691a0f41da1e1ce340c08a5e8a4f7b0fb24157247e8394f63be980eb94	yes		36872 bytes	match	match
Darklang.SCM.PackageOps.commitsArrivedRecently	83e837fca5307aa8cda6c2e77b07127712659fd40e64fa4ed294f5a3af9ea46b	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.SCM.Deps.resolveLocations	83e8fb8288dbfe72689fcd332a2418473eae8d4615df3ea466b0bdfe5b718359	no	builtin not routed	unsupported-builtin: sqliteQuery_v0		
Darklang.LLM.Examples.Basics.smart	83f8181dddb56afba67ca9150ea4e121dea9a5087e145047c3deab9b5d87233d	no	compiler: ANF	ANF conversion error: Nested pattern in list element not yet supported		
Darklang.Stdlib.Int.greaterThanOrEqualTo	83fb805b1dae5968efccefd66ede4e9127a1d2b80f1e10f041281390082709d4	yes		512 bytes	match	match
Darklang.Stdlib.Int128.parse	8408195aec7dc9fc4e7c58e27ba33c9a5bb8f31fe233887137006c7321f1e434	no	builtin not routed	unsupported-builtin: int128Parse_v0		
Darklang.LLM.Provider.doRetryAttempt	84141d6e9a31424fe6df358013e7cc509e329a807137f89283e220975c9f7b39	yes		4024 bytes	noargs	noargs|TCustomType ({ originalName = ["RetryConfig"] resolved = Ok { name = Package (Hash "516a7c969de82b5acdac40258ef97bd54d72f4e47a3d8f696c0b257e79d12d06") location = Some { owner = "Darklang" modules = ["LLM"; "Provider"] name = "RetryConfig" } } }, []), TFn ({ head = TUnit tail = [] }, TCustomType ({ originalName = ["Stdlib"; "Result"; "Result"] resolved = Ok { name = Package (Hash "03549ecc7eb39c974d3f7181c87a3ee9337fc91307ecb2c24351b0df4809ce15") location = Some { owner = "Darklang" modules = ["Stdlib"; "Result"] name = "Result" } } }, [TVariable "a"; TCustomType ({ originalName = ["ProviderError"] resolved = Ok { name = Package (Hash "46ab07d30323bd0664d5adf21971b7cff3eb6a12af2a9b0e77656f896719359b") location = Some { owner = "Darklang" modules = ["LLM"; "Provider"] name = "ProviderError" } } }, [])])), TCustomType ({ originalName = ["RetryState"] resolved = Ok { name = Package (Hash "38260cc8775bae581dc88db87a9c77bd69f518303ae611cf00e370e72b0e4c05") location = Some { owner = "Darklang" modules = ["LLM"; "Provider"] name = "RetryState" } } }, [TVariable "a"])
